"time";"therm";"temperature";"humidity";"pressure"
;;;;
12:39:20.449;13955;171008;398604;100902
;;;;
12:39:20.653;13955;170957;394929;100904
;;;;
12:39:20.839;13987;171008;396465;100904
;;;;
12:39:21.026;13955;171008;398989;100901
;;;;
12:39:21.211;13987;171008;396026;100905
;;;;
12:39:21.414;13955;171059;398221;100906
;;;;
12:39:21.601;13955;17116;398441;100903
;;;;
12:39:21.787;13971;171211;396795;100904
;;;;
12:39:21.973;13955;171211;397564;100902
;;;;
12:39:22.162;13955;171312;398003;100903
;;;;
12:39:22.348;13971;171312;398113;100903
;;;;
12:39:22.535;13955;171363;396411;100902
;;;;
12:39:22.719;13987;171414;398223;10090
;;;;
12:39:22.923;13955;171363;398991;100897
;;;;
12:39:23.111;13923;171414;397838;100902
;;;;
12:39:23.298;13955;171465;397345;100903
;;;;
12:39:23.486;13955;171465;398223;10090
;;;;
12:39:23.686;13907;171465;397729;100902
;;;;
12:39:23.856;13923;171516;398278;100898
;;;;
12:39:24.042;13939;171617;398004;10090
;;;;
12:39:24.229;13923;171617;39548;100901
;;;;
12:39:24.413;13923;171668;397071;100899
;;;;
12:39:24.600;13907;171668;397402;100902
;;;;
12:39:24.799;13859;171769;399376;100899
;;;;
12:39:24.987;13939;171719;39817;100901
;;;;
12:39:25.173;13907;171769;398554;100896
;;;;
12:39:25.362;13923;171719;39998;100897
;;;;
12:39:25.564;13955;17182;396359;100894
;;;;
12:39:25.782;13923;171922;398884;100893
;;;;
12:39:25.929;13939;171922;397018;100893
;;;;
12:39:26.134;13955;172074;399597;100897
;;;;
12:39:26.310;13939;171973;395921;100897
;;;;
12:39:26.501;13923;172125;396469;100895
;;;;
12:39:26.693;13875;172074;399104;100895
;;;;
12:39:26.869;13923;172176;400038;100894
;;;;
12:39:27.060;13907;172125;398446;100897
;;;;
12:39:27.268;13907;172277;398556;100896
;;;;
12:39:27.443;13939;172277;399105;100898
;;;;
12:39:27.619;13955;172176;395867;100894
;;;;
12:39:27.810;13923;172328;400203;100897
;;;;
12:39:27.998;13939;172328;398831;100898
;;;;
12:39:28.184;13971;172277;39444;100896
;;;;
12:39:28.387;13971;172379;398557;100895
;;;;
12:39:28.573;13923;172328;399599;100897
;;;;
12:39:28.759;13875;17243;397459;100898
;;;;
12:39:28.944;13955;17248;395374;100901
;;;;
12:39:29.133;13955;17248;397899;10090
;;;;
12:39:29.321;13939;172531;39735;100898
;;;;
12:39:29.506;13955;172582;397954;100894
;;;;
12:39:29.708;13907;172633;398777;100898
;;;;
12:39:29.894;13907;172836;400698;100899
;;;;
12:39:30.080;13923;172734;39768;100898
;;;;
12:39:30.267;13939;172633;399766;100896
;;;;
12:39:30.439;13971;172836;399821;100895
;;;;
12:39:30.653;13939;172734;400645;100897
;;;;
12:39:30.840;13923;172937;398943;100898
;;;;
12:39:31.029;13987;172937;398011;100899
;;;;
12:39:31.199;13971;173039;397626;10090
;;;;
12:39:31.393;13875;173039;394991;100902
;;;;
12:39:31.586;13923;17309;398779;100898
;;;;
12:39:31.771;13875;173141;39856;100899
;;;;
12:39:31.960;13939;173039;398669;100898
;;;;
12:39:32.147;13923;173191;397736;10090
;;;;
12:39:32.335;13939;173191;396474;100899
;;;;
12:39:32.524;13923;173191;400811;100898
;;;;
12:39:32.729;13971;173344;395815;100902
;;;;
12:39:32.918;13923;173242;396364;100901
;;;;
12:39:33.092;13939;173293;397737;100897
;;;;
12:39:33.282;13891;173344;394992;100901
;;;;
12:39:33.471;13939;173394;398177;100903
;;;;
12:39:33.658;13891;173344;396146;100903
;;;;
12:39:33.848;13939;173445;399494;100903
;;;;
12:39:34.040;13955;173445;398836;100902
;;;;
12:39:34.226;13923;173445;398232;100901
;;;;
12:39:34.413;13923;173648;397903;100903
;;;;
12:39:34.597;13907;173648;398397;100902
;;;;
12:39:34.784;13939;173699;395378;100902
;;;;
12:39:35.000;13939;17375;400483;100903
;;;;
12:39:35.171;13907;173699;396751;100904
;;;;
12:39:35.355;13875;173852;395982;100904
;;;;
12:39:35.545;14003;173852;396587;10090
;;;;
12:39:35.731;13907;173902;400045;10090
;;;;
12:39:35.928;13939;173852;398673;100902
;;;;
12:39:36.102;13891;173902;400814;100903
;;;;
12:39:36.292;13875;173953;40021;100902
;;;;
12:39:36.476;13923;173902;396148;100901
;;;;
12:39:36.674;13907;174004;395434;10090
;;;;
12:39:36.850;13891;174055;39785;100904
;;;;
12:39:37.040;13891;174055;396313;100905
;;;;
12:39:37.232;13891;174156;396972;100902
;;;;
12:39:37.422;13875;174156;396972;100901
;;;;
12:39:37.613;13891;174207;399004;100901
;;;;
12:39:37.803;13859;174156;398125;100901
;;;;
12:39:37.976;13875;174207;396149;100904
;;;;
12:39:38.164;13907;174309;398455;100902
;;;;
12:39:38.348;13907;174309;39571;100901
;;;;
12:39:38.551;13875;174309;39895;100903
;;;;
12:39:38.739;13875;174359;4012;100902
;;;;
12:39:38.925;13907;174309;398127;100904
;;;;
12:39:39.109;13907;174461;395985;100902
;;;;
12:39:39.311;13891;174461;399115;100902
;;;;
12:39:39.482;13843;174512;398566;100901
;;;;
12:39:39.686;13859;174512;398401;100902
;;;;
12:39:39.876;13891;174512;399555;100905
;;;;
12:39:40.055;13875;174613;397578;100902
;;;;
12:39:40.227;13843;174562;399994;100902
;;;;
12:39:40.435;13875;174715;39604;10090
;;;;
12:39:40.625;13859;174613;397139;100903
;;;;
12:39:40.813;13843;174664;398401;100904
;;;;
12:39:41.006;13859;174766;398238;100901
;;;;
12:39:41.175;13843;174715;399995;10090
;;;;
12:39:41.371;13859;174867;400215;100903
;;;;
12:39:41.561;13875;174867;398128;100903
;;;;
12:39:41.751;13859;174918;396096;100901
;;;;
12:39:41.944;13859;174867;395821;10090
;;;;
12:39:42.135;13843;174867;396921;100901
;;;;
12:39:42.325;13875;17507;399118;100898
;;;;
12:39:42.513;13827;17507;395712;100895
;;;;
12:39:42.705;13843;17507;397635;100899
;;;;
12:39:42.892;13779;175273;398459;100901
;;;;
12:39:43.090;13827;17507;40093;100898
;;;;
12:39:43.279;13827;175172;397526;100898
;;;;
12:39:43.454;13811;175172;397416;100896
;;;;
12:39:43.646;13859;175273;39813;100899
;;;;
12:39:43.836;13859;175121;399448;100899
;;;;
12:39:44.024;13827;175375;39824;100898
;;;;
12:39:44.209;13795;175375;398954;100897
;;;;
12:39:44.394;13859;175426;397911;100898
;;;;
12:39:44.577;13843;175375;396318;100898
;;;;
12:39:44.764;13923;175578;397856;100897
;;;;
12:39:44.951;13859;175527;398076;100897
;;;;
12:39:45.154;13907;175527;397142;100898
;;;;
12:39:45.341;13875;175629;39901;100899
;;;;
12:39:45.526;13859;17568;397087;100896
;;;;
12:39:45.710;13859;175578;396264;100896
;;;;
12:39:45.914;13891;175629;39912;100895
;;;;
12:39:46.099;13843;17568;396429;100897
;;;;
12:39:46.287;13875;17568;397198;100897
;;;;
12:39:46.471;13827;17573;397143;100898
;;;;
12:39:46.660;13891;175832;398846;100898
;;;;
12:39:46.860;13891;175781;396045;100898
;;;;
12:39:47.045;13875;175883;397857;100901
;;;;
12:39:47.232;13875;175883;399725;10090
;;;;
12:39:47.419;13875;175883;397034;100898
;;;;
12:39:47.618;13859;175934;398682;100897
;;;;
12:39:47.803;13843;175984;399506;100899
;;;;
12:39:47.992;13763;176086;39665;10090
;;;;
12:39:48.185;13875;175984;396595;100899
;;;;
12:39:48.376;13907;175984;401649;100898
;;;;
12:39:48.549;13843;176086;400331;100897
;;;;
12:39:48.740;13811;176086;395057;100898
;;;;
12:39:48.935;13859;176238;400001;100899
;;;;
12:39:49.123;13875;176238;39742;100897
;;;;
12:39:49.315;13811;176289;398903;100899
;;;;
12:39:49.491;13875;176289;39764;100898
;;;;
12:39:49.684;13811;17634;400222;10090
;;;;
12:39:49.874;13859;176391;397255;100895
;;;;
12:39:50.061;13827;176391;400222;10090
;;;;
12:39:50.249;13827;176391;399014;100896
;;;;
12:39:50.436;13891;176391;396761;100895
;;;;
12:39:50.638;13859;176441;396377;100901
;;;;
12:39:50.821;13875;176492;39841;100898
;;;;
12:39:51.010;13827;176492;397201;100897
;;;;
12:39:51.194;13795;176594;397146;100898
;;;;
12:39:51.397;13843;176594;395058;100899
;;;;
12:39:51.582;13843;176645;400388;100896
;;;;
12:39:51.768;13795;176645;398191;100898
;;;;
12:39:51.960;13779;176645;399509;100898
;;;;
12:39:52.151;13811;176695;401048;100899
;;;;
12:39:52.342;13827;176695;397147;10090
;;;;
12:39:52.518;13891;176695;398576;100898
;;;;
12:39:52.709;13779;176797;395993;100899
;;;;
12:39:52.901;13843;176848;398685;100898
;;;;
12:39:53.093;13795;176797;398301;100896
;;;;
12:39:53.280;13811;176848;397752;100897
;;;;
12:39:53.475;13731;176898;398411;100894
;;;;
12:39:53.652;13923;176898;400224;100897
;;;;
12:39:53.843;13795;177051;398083;100898
;;;;
12:39:54.030;13843;177;397149;100896
;;;;
12:39:54.218;13827;177;397094;100898
;;;;
12:39:54.407;13827;177051;396984;100896
;;;;
12:39:54.577;13827;177152;397588;100896
;;;;
12:39:54.777;13827;177102;395555;100896
;;;;
12:39:54.968;13827;177152;396819;100895
;;;;
12:39:55.156;13843;177203;39572;100894
;;;;
12:39:55.342;13827;177254;398413;100894
;;;;
12:39:55.529;13827;177254;394072;100896
;;;;
12:39:55.716;13827;177355;395995;100898
;;;;
12:39:55.913;13843;177305;397919;100894
;;;;
12:39:56.084;13827;177406;397589;100896
;;;;
12:39:56.276;13811;177406;398139;100899
;;;;
12:39:56.468;13827;177457;399018;100899
;;;;
12:39:56.655;13859;177457;39704;100895
;;;;
12:39:56.844;13875;177406;398139;100895
;;;;
12:39:57.038;13859;177559;397809;100898
;;;;
12:39:57.229;13843;177508;398634;100897
;;;;
12:39:57.416;13875;177559;398689;100895
;;;;
12:39:57.606;13875;177559;396876;100896
;;;;
12:39:57.797;13859;177609;397591;100894
;;;;
12:39:57.987;13891;177609;395063;100895
;;;;
12:39:58.191;13859;177762;397206;100898
;;;;
12:39:58.379;13891;177711;395282;100897
;;;;
12:39:58.566;13939;177813;396986;100897
;;;;
12:39:58.765;13891;177762;396712;100893
;;;;
12:39:58.936;13859;177711;397151;100892
;;;;
12:39:59.120;14003;177863;397261;100895
;;;;
12:39:59.308;13875;177914;394074;100896
;;;;
12:39:59.511;13891;177914;396822;100895
;;;;
12:39:59.698;13939;177914;396438;100897
;;;;
12:39:59.879;13923;177914;398086;100895
;;;;
12:40:00.070;13923;177914;396493;100896
;;;;
12:40:00.260;13907;178016;398965;100899
;;;;
12:40:00.443;13907;177965;395888;100896
;;;;
12:40:00.630;13907;178016;396493;100898
;;;;
12:40:00.824;13939;178168;396493;100897
;;;;
12:40:01.015;13891;178117;398746;100898
;;;;
12:40:01.207;13939;178168;395558;100895
;;;;
12:40:01.399;13907;178168;397702;100895
;;;;
12:40:01.588;13939;178219;398472;100894
;;;;
12:40:01.764;13875;178219;399462;100896
;;;;
12:40:01.954;13875;17832;397483;100898
;;;;
12:40:02.151;13907;17832;396274;100899
;;;;
12:40:02.343;13907;178523;395725;100897
;;;;
12:40:02.534;13923;178473;397044;100899
;;;;
12:40:02.724;13923;178574;39589;100898
;;;;
12:40:02.917;13955;178523;397099;100895
;;;;
12:40:03.094;13923;178574;39666;10090
;;;;
12:40:03.288;13923;178625;396769;100899
;;;;
12:40:03.479;13971;178625;394901;100899
;;;;
12:40:03.666;13875;178727;397375;100899
;;;;
12:40:03.861;13923;178676;399354;100899
;;;;
12:40:04.064;13955;178676;394022;100899
;;;;
12:40:04.251;13939;178727;39622;100898
;;;;
12:40:04.420;13939;178777;397045;100899
;;;;
12:40:04.619;13971;178777;399024;100898
;;;;
12:40:04.805;13939;178879;396826;10090
;;;;
12:40:04.995;13939;178828;396606;100899
;;;;
12:40:05.181;13971;178828;397265;100897
;;;;
12:40:05.366;13971;178879;396002;100901
;;;;
12:40:05.570;13987;17893;395452;100898
;;;;
12:40:05.756;13939;179031;398476;100899
;;;;
12:40:05.943;13987;179082;396277;100901
;;;;
12:40:06.126;13859;179133;395837;100901
;;;;
12:40:06.298;13971;179082;397541;100898
;;;;
12:40:06.517;13955;179184;395727;100899
;;;;
12:40:06.690;13923;179336;398366;10090
;;;;
12:40:06.873;14003;179184;397816;100897
;;;;
12:40:07.061;13987;179184;398476;100899
;;;;
12:40:07.260;13907;179336;396498;100899
;;;;
12:40:07.445;13939;179336;397267;100899
;;;;
12:40:07.634;13971;179336;396113;10090
;;;;
12:40:07.817;14131;179437;397817;100899
;;;;
12:40:08.007;13971;179488;397157;100899
;;;;
12:40:08.191;13971;179437;397707;10090
;;;;
12:40:08.381;13987;179488;396113;100902
;;;;
12:40:08.572;13939;179437;398147;10090
;;;;
12:40:08.765;14131;179539;398642;100897
;;;;
12:40:08.956;14003;179488;398532;100898
;;;;
12:40:09.146;13971;179641;395399;100898
;;;;
12:40:09.337;14019;179539;397488;100898
;;;;
12:40:09.527;14035;179641;398368;100898
;;;;
12:40:09.719;14003;179742;398313;100899
;;;;
12:40:09.912;13955;179691;397159;100896
;;;;
12:40:10.088;14019;179641;397874;100897
;;;;
12:40:10.294;13955;179691;395069;100898
;;;;
12:40:10.486;14035;179742;394355;100898
;;;;
12:40:10.662;14019;179742;395399;10090
;;;;
12:40:10.855;13987;179793;395235;100899
;;;;
12:40:11.044;14003;179793;397379;100898
;;;;
12:40:11.234;14003;179844;396994;10090
;;;;
12:40:11.424;14003;179894;397984;100898
;;;;
12:40:11.616;13971;179844;396224;100899
;;;;
12:40:11.792;13971;179945;394631;100898
;;;;
12:40:11.982;13971;179945;39705;100897
;;;;
12:40:12.168;14003;179996;397985;100899
;;;;
12:40:12.355;13987;179996;39606;100899
;;;;
12:40:12.540;14019;180098;395785;100898
;;;;
12:40:12.740;13875;180098;395071;100898
;;;;
12:40:12.927;13971;180199;398315;10090
;;;;
12:40:13.114;14003;180148;396721;100898
;;;;
12:40:13.315;14003;180199;396996;100898
;;;;
12:40:13.496;13955;180148;393476;100899
;;;;
12:40:13.683;13971;180352;396391;100901
;;;;
12:40:13.870;13971;180301;398755;100898
;;;;
12:40:14.071;13987;180301;398701;100902
;;;;
12:40:14.258;13987;180352;396226;100896
;;;;
12:40:14.445;13955;180301;394247;100898
;;;;
12:40:14.631;14083;180504;395182;100899
;;;;
12:40:14.817;13955;180453;395677;10090
;;;;
12:40:15.018;14003;180402;396667;100898
;;;;
12:40:15.205;13987;180504;392707;100897
;;;;
12:40:15.391;13955;180555;397437;100898
;;;;
12:40:15.593;13907;180555;396557;100901
;;;;
12:40:15.765;13891;180605;397437;10090
;;;;
12:40:15.968;13923;180605;395787;100901
;;;;
12:40:16.155;13987;180656;396337;10090
;;;;
12:40:16.342;13939;180758;396613;100901
;;;;
12:40:16.526;13939;180758;395622;100899
;;;;
12:40:16.713;13971;180809;395568;100898
;;;;
12:40:16.900;13907;180758;397108;100898
;;;;
12:40:17.085;13907;180809;395899;10090
;;;;
12:40:17.273;13939;180809;398538;100901
;;;;
12:40:17.474;13907;180961;393533;100899
;;;;
12:40:17.661;13923;18091;392763;100899
;;;;
12:40:17.847;13907;18091;394193;100901
;;;;
12:40:18.049;13891;18091;395678;100901
;;;;
12:40:18.234;13955;180961;396064;10090
;;;;
12:40:18.422;13987;181012;394798;100901
;;;;
12:40:18.609;13923;181113;393919;100902
;;;;
12:40:18.813;13923;181012;393204;100901
;;;;
12:40:18.985;13907;181062;395954;100901
;;;;
12:40:19.171;13923;181164;397494;10090
;;;;
12:40:19.356;14083;181164;392874;100902
;;;;
12:40:19.542;13923;181316;397934;100898
;;;;
12:40:19.727;13939;181266;3981;100901
;;;;
12:40:19.916;13939;181266;397934;100898
;;;;
12:40:20.102;13907;181266;395899;10090
;;;;
12:40:20.289;13939;181266;39238;100898
;;;;
12:40:20.473;13923;181316;394745;100899
;;;;
12:40:20.674;13907;181469;39469;100901
;;;;
12:40:20.859;13923;181418;39359;100897
;;;;
12:40:21.045;13955;181367;39535;100898
;;;;
12:40:21.251;13923;181418;393535;100899
;;;;
12:40:21.420;13923;181418;394745;100895
;;;;
12:40:21.624;13923;181469;393095;100898
;;;;
12:40:21.813;13939;181469;39634;100897
;;;;
12:40:22.000;13923;18157;393976;100897
;;;;
12:40:22.174;13923;18157;395021;100894
;;;;
12:40:22.344;13923;181621;395186;100895
;;;;
12:40:22.558;13987;181621;395186;100897
;;;;
12:40:22.745;13971;181672;398046;100901
;;;;
12:40:22.929;13875;181672;392876;100897
;;;;
12:40:23.116;13955;181773;394416;100901
;;;;
12:40:23.301;14019;181773;393591;100899
;;;;
12:40:23.486;13907;181875;395077;100897
;;;;
12:40:23.675;13923;181875;396837;100897
;;;;
12:40:23.866;13939;181875;394581;100897
;;;;
12:40:24.064;13955;181824;395461;100899
;;;;
12:40:24.251;13971;181926;396177;100898
;;;;
12:40:24.444;13955;181977;393702;10090
;;;;
12:40:24.630;13955;181977;397663;100898
;;;;
12:40:24.832;13891;182027;398048;10090
;;;;
12:40:25.017;13955;181977;396563;100895
;;;;
12:40:25.205;13987;182129;396233;100897
;;;;
12:40:25.400;13971;182078;393042;100899
;;;;
12:40:25.593;13891;182078;392932;100897
;;;;
12:40:25.777;13955;18223;394968;100899
;;;;
12:40:25.960;13955;18218;393812;100897
;;;;
12:40:26.149;13939;18223;396123;10090
;;;;
12:40:26.342;13955;182332;395958;100896
;;;;
12:40:26.530;13939;182332;395408;100898
;;;;
12:40:26.722;13923;182332;392822;100897
;;;;
12:40:26.897;13923;182383;395133;100901
;;;;
12:40:27.089;13955;182484;395519;100898
;;;;
12:40:27.281;13923;182383;393098;100897
;;;;
12:40:27.473;13939;182332;393153;10090
;;;;
12:40:27.663;13907;182535;396399;100897
;;;;
12:40:27.855;13907;182484;391723;100899
;;;;
12:40:28.039;13859;182535;396289;100896
;;;;
12:40:28.229;13907;182637;394199;100898
;;;;
12:40:28.421;13907;182535;395794;100895
;;;;
12:40:28.609;13939;182535;395464;100896
;;;;
12:40:28.802;13923;182637;394089;100896
;;;;
12:40:28.992;13923;182637;395299;100898
;;;;
12:40:29.184;13939;182637;39629;100897
;;;;
12:40:29.374;13875;182789;395519;100899
;;;;
12:40:29.566;13939;182738;396565;100896
;;;;
12:40:29.758;13923;18284;393099;100899
;;;;
12:40:29.948;13987;182738;39497;100896
;;;;
12:40:30.133;13939;182789;394145;100895
;;;;
12:40:30.305;13939;182891;393539;100898
;;;;
12:40:30.507;13891;182891;394585;100895
;;;;
12:40:30.695;14019;182941;39365;100896
;;;;
12:40:30.880;13955;182941;391339;100897
;;;;
12:40:31.068;14051;183043;392769;100896
;;;;
12:40:31.253;13955;182992;394805;100896
;;;;
12:40:31.454;13955;183094;39343;100899
;;;;
12:40:31.638;13923;183094;3953;100898
;;;;
12:40:31.827;13939;183094;396071;100898
;;;;
12:40:32.008;13939;183246;39365;100897
;;;;
12:40:32.200;13923;183246;396126;100895
;;;;
12:40:32.375;13939;183094;394641;100897
;;;;
12:40:32.567;13923;183246;39222;100896
;;;;
12:40:32.758;13907;183246;39266;10090
;;;;
12:40:32.948;13875;183297;395742;100897
;;;;
12:40:33.149;13907;183297;391284;100898
;;;;
12:40:33.342;13923;183297;393981;100896
;;;;
12:40:33.517;13907;183297;393596;100896
;;;;
12:40:33.707;14051;183398;394531;100897
;;;;
12:40:33.899;13811;183398;392495;100897
;;;;
12:40:34.085;14019;183551;395412;100898
;;;;
12:40:34.286;13907;183449;393651;100897
;;;;
12:40:34.471;13955;183449;392165;100897
;;;;
12:40:34.689;13955;183449;394202;100896
;;;;
12:40:34.862;13923;183551;396568;100896
;;;;
12:40:35.048;13955;1835;394477;100897
;;;;
