packetnr,hk,lat,lon,alt,hh,mm,ss,nsat,p,H,T,ntc,bat,yaw,pitch,roll,rssi
477,0,78.14773560,16.04070282,516.6,12,27,50,13,952.225,100,11.28,1531,2468,-53,-17,-69,-60
478,0,78.14773560,16.04074860,516.5,12,27,51,13,952.246,100,11.28,1532,2467,-54,-17,-69,-62
479,0,78.14773560,16.04076385,516.4,12,27,52,13,952.204,100,11.3,1539,2467,-49,-21,-66,-59
480,0,78.14773560,16.04076385,516.4,12,27,53,12,952.175,100,11.3,1547,2466,-52,-19,-66,-50
481,0,78.14773560,16.04076385,516.4,12,27,54,13,952.191,100,11.31,1546,2467,-81,-11,-68,-61
482,0,78.14773560,16.04077911,516.2,12,27,55,14,952.208,100,11.33,1545,2468,-92,-6,-66,-66
483,0,78.14773560,16.04077148,516.0,12,27,56,14,952.175,100,11.33,1545,2469,-51,-21,-66,-52
484,0,78.14773560,16.04076385,515.9,12,27,57,14,952.201,100,11.34,1548,2474,-58,-32,-66,-61
485,0,78.14770508,16.04076385,515.7,12,27,58,14,952.144,100,11.36,1549,2460,-80,-27,-57,-50
486,0,78.14770508,16.04077911,515.6,12,27,59,14,952.188,100,11.37,1550,2466,-76,-10,-71,-57
487,0,78.14770508,16.04078674,515.6,12,28,0,14,952.18,100,11.37,1570,2466,-48,-18,-80,-59
488,0,78.14770508,16.04078674,515.6,12,28,1,14,952.186,100,11.36,1600,2467,-33,-24,-85,-73
489,0,78.14770508,16.04078674,515.8,12,28,2,13,952.15,100,11.36,1633,2466,-56,-21,-77,-67
490,0,78.14770508,16.04079437,515.8,12,28,3,13,952.187,100,11.35,1666,2467,-48,-19,-82,-75
491,0,78.14770508,16.04079437,515.9,12,28,4,14,952.171,100,11.31,1696,2467,-34,-19,-82,-71
492,0,78.14767456,16.04077911,516.3,12,28,5,16,952.183,100,11.24,1724,2466,-20,-18,-85,-70
493,0,78.14767456,16.04079437,516.6,12,28,6,16,952.189,100,11.23,1746,2468,-19,-17,-78,-76
494,0,78.14767456,16.04081726,516.7,12,28,7,16,952.243,100,11.16,1772,2465,-10,-11,-80,-82
495,0,78.14764404,16.04083252,516.9,12,28,8,16,952.231,100,11.18,1796,2466,-50,-22,-82,-77
496,0,78.14764404,16.04085541,517.0,12,28,9,14,952.251,100,11.18,1811,2469,-103,-23,-89,-75
497,0,78.14764404,16.04084778,517.0,12,28,10,16,952.216,100,11.19,1824,2469,101,-10,-82,-87
498,0,78.14764404,16.04085541,517.1,12,28,11,16,952.211,100,11.19,1834,2469,125,-14,-89,-73
499,0,78.14764404,16.04086304,517.1,12,28,12,16,952.25,100,11.19,1843,2470,-104,-16,-76,-78
500,0,78.14764404,16.04086304,517.1,12,28,13,16,952.226,100,11.19,1852,2469,-96,-19,-78,-81
501,0,78.14764404,16.04085541,517.1,12,28,14,16,952.232,100,11.19,1860,2470,-117,-20,-65,-77
502,0,78.14764404,16.04086304,517.1,12,28,15,16,952.238,100,11.18,1869,2470,-119,-22,-62,-79
503,0,78.14764404,16.04085541,517.1,12,28,16,16,952.249,100,11.18,1876,2467,-115,-20,-71,-86
504,0,78.14764404,16.04085541,517.0,12,28,17,16,952.242,100,11.17,1882,2467,-120,-18,-78,-86
505,0,78.14764404,16.04084778,517.1,12,28,18,16,952.258,100,11.16,1883,2468,-111,-25,-68,-81
507,0,78.14764404,16.04084778,517.1,12,28,20,15,952.256,100,11.15,1893,2464,110,-58,5,-91
508,0,78.14764404,16.04084015,517.1,12,28,21,16,952.274,100,11.13,1890,2465,33,-10,63,-77
509,0,78.14764404,16.04083252,517.1,12,28,22,16,952.24,100,11.14,1862,2467,31,-10,67,-74
510,0,78.14764404,16.04082489,517.1,12,28,23,16,952.257,100,11.14,1828,2469,42,-18,55,-74
511,0,78.14764404,16.04081726,517.1,12,28,24,16,952.261,100,11.1,1796,2468,40,-17,35,-75
512,0,78.14764404,16.04081726,517.1,12,28,25,16,952.234,100,11.1,1800,2468,43,-17,37,-80
513,0,78.14764404,16.04081726,517.0,12,28,26,15,952.258,100,11.08,1813,2467,40,-14,37,-84
515,0,78.14764404,16.04081726,516.9,12,28,28,16,952.357,100,11.05,1842,2468,12,55,-1,-84
516,0,78.14764404,16.04080200,517.0,12,28,29,16,952.356,100,11.05,1852,2469,-35,58,-45,-96
517,0,78.14764404,16.04079437,517.1,12,28,30,16,952.365,100,11.05,1859,2467,20,57,11,-93
518,0,78.14764404,16.04078674,517.0,12,28,31,16,952.35,100,11.04,1865,2470,25,56,16,-91
519,0,78.14764404,16.04078674,517.2,12,28,32,16,952.349,100,11.02,1869,2468,26,56,17,-89
520,0,78.14764404,16.04077911,517.1,12,28,33,16,952.333,100,11.01,1874,2469,26,56,17,-91
521,0,78.14764404,16.04077911,517.1,12,28,34,16,952.396,100,11.01,1879,2466,26,56,17,-91
522,0,78.14764404,16.04077148,517.1,12,28,35,16,952.371,100,11.0,1883,2468,26,56,17,-96
523,0,78.14764404,16.04077148,517.1,12,28,36,16,952.35,100,10.98,1886,2467,26,56,17,-93
524,0,78.14764404,16.04076385,517.2,12,28,37,16,952.385,100,10.98,1888,2477,26,56,17,-92
525,0,78.14764404,16.04076385,517.2,12,28,38,16,952.369,100,10.97,1891,2469,26,56,17,-94
526,0,78.14764404,16.04075623,517.1,12,28,39,15,952.355,100,10.95,1893,2465,26,56,17,-91
527,0,78.14764404,16.04075623,517.1,12,28,40,16,952.379,100,10.94,1894,2466,26,56,17,-89
528,0,78.14764404,16.04075623,517.1,12,28,41,16,952.408,100,10.94,1896,2465,26,56,17,-87
529,0,78.14764404,16.04075623,517.1,12,28,42,16,952.429,100,10.92,1898,2466,25,56,17,-89
530,0,78.14764404,16.04075623,517.1,12,28,43,16,952.605,100,10.91,1903,2468,25,56,16,-87
531,0,78.14764404,16.04075623,517.1,12,28,44,16,952.257,100,10.9,1907,2465,42,53,28,-80
532,0,78.14764404,16.04076385,517.0,12,28,45,16,951.888,100,10.86,1903,2468,49,48,37,-74
533,0,78.14764404,16.04074860,517.1,12,28,46,16,951.106,100,10.8,1892,2476,47,46,38,-77
534,0,78.14764404,16.04074097,517.2,12,28,47,16,950.35,100,10.73,1880,2469,50,43,41,-77
535,0,78.14761353,16.04077148,517.4,12,28,48,15,949.75,100,10.64,1868,2471,57,51,50,-80
536,0,78.14758301,16.04092407,517.6,12,28,49,16,949.178,100,10.59,1861,2469,34,54,27,-81
537,0,78.14746094,16.04138184,518.2,12,28,50,16,948.632,100,10.62,1855,2469,30,53,23,-82
538,0,78.14739990,16.04158020,518.5,12,28,51,15,947.997,100,10.59,1851,2469,36,51,29,-84
539,0,78.14730835,16.04190826,519.7,12,28,52,16,947.417,100,10.55,1849,2467,44,47,36,-84
540,0,78.14724731,16.04217529,520.9,12,28,53,16,946.786,100,10.45,1846,2470,39,50,32,-86
541,0,78.14715576,16.04240417,522.3,12,28,54,16,946.215,100,10.41,1844,2471,48,42,39,-86
542,0,78.14709473,16.04267120,524.0,12,28,55,16,945.517,100,10.33,1837,2470,42,47,34,-87
543,0,78.14703369,16.04302216,525.9,12,28,56,16,944.974,100,10.24,1829,2472,34,51,27,-87
544,0,78.14694214,16.04327393,527.2,12,28,57,16,944.514,100,10.22,1825,2475,33,51,25,-89
545,0,78.14688110,16.04352570,528.6,12,28,58,16,943.969,100,10.2,1826,2457,34,51,27,-88
546,0,78.14682007,16.04373932,530.2,12,28,59,16,943.406,100,10.14,1826,2475,38,48,31,-89
548,0,78.14669800,16.04416656,532.7,12,29,1,16,942.518,99,10.06,1826,2469,-31,53,-35,-91
549,0,78.14663696,16.04440308,534.6,12,29,2,16,941.87,99,10.04,1827,2470,-1,56,-6,-91
550,0,78.14654541,16.04467773,536.5,12,29,3,16,941.325,98,9.93,1825,2469,43,47,37,-91
551,0,78.14648438,16.04471588,538.4,12,29,4,16,940.809,99,9.94,1823,2469,42,47,37,-91
552,0,78.14642334,16.04476166,540.0,12,29,5,15,940.237,99,9.89,1822,2470,41,48,36,-91
553,0,78.14639282,16.04480743,541.4,12,29,6,15,939.656,98,9.83,1821,2468,38,50,30,-90
554,0,78.14636230,16.04481506,542.9,12,29,7,16,939.119,98,9.79,1822,2470,34,53,24,-90
555,0,78.14633179,16.04480743,543.3,12,29,8,15,938.801,98,9.72,1821,2482,34,51,23,-92
556,0,78.14633179,16.04480743,544.5,12,29,9,15,938.705,98,9.68,1821,2471,33,52,20,-91
557,0,78.14633179,16.04476929,545.8,12,29,10,13,938.689,97,9.62,1822,2464,30,52,17,-92
558,0,78.14633179,16.04472351,547.2,12,29,11,14,938.729,97,9.57,1822,2467,32,52,19,-92
559,0,78.14636230,16.04471588,546.8,12,29,12,16,938.758,96,9.51,1823,2471,34,52,22,-91
560,0,78.14636230,16.04470825,546.9,12,29,13,16,938.718,95,9.46,1822,2468,36,52,23,-91
561,0,78.14636230,16.04470825,547.0,12,29,14,16,938.823,95,9.41,1823,2470,19,61,-3,-91
562,0,78.14639282,16.04470825,547.1,12,29,15,15,939.326,94,9.36,1824,2468,-122,61,-53,-93
563,0,78.14639282,16.04470825,547.8,12,29,16,16,939.829,92,9.27,1826,2468,-45,43,-91,-90
564,0,78.14642334,16.04465485,548.4,12,29,17,15,940.305,91,9.22,1827,2467,0,45,-115,-96
565,0,78.14642334,16.04454041,549.1,12,29,18,14,940.661,90,9.15,1827,2468,23,40,-117,-92
566,0,78.14648438,16.04450989,550.1,12,29,19,15,941.076,90,9.11,1827,2467,95,48,46,-97
567,0,78.14651489,16.04447937,551.1,12,29,20,15,941.447,89,9.04,1827,2470,-87,39,91,-89
568,0,78.14651489,16.04450989,551.8,12,29,21,14,941.97,90,9.0,1827,2471,26,41,-29,-89
569,0,78.14657593,16.04450226,555.6,12,29,22,17,942.345,89,8.92,1826,2471,-120,42,-59,-90
570,0,78.14657593,16.04453278,556.2,12,29,23,14,942.756,87,8.84,1826,2470,-34,43,116,-93
571,0,78.14657593,16.04454041,557.2,12,29,24,16,943.151,86,8.78,1825,2466,-21,59,-40,-89
572,0,78.14657593,16.04449463,557.8,12,29,25,16,943.47,85,8.69,1824,2470,75,29,121,-90
573,0,78.14660645,16.04449463,558.2,12,29,26,15,943.872,86,8.63,1823,2470,-85,56,127,-91
574,0,78.14660645,16.04448700,558.6,12,29,27,13,944.251,85,8.57,1821,2469,-55,49,51,-89
575,0,78.14660645,16.04442596,559.0,12,29,28,15,944.658,85,8.51,1823,2468,14,32,99,-86
576,0,78.14660645,16.04437256,559.4,12,29,29,16,945.164,85,8.44,1823,2466,-124,47,25,-96
577,0,78.14660645,16.04431915,559.7,12,29,30,16,945.591,85,8.35,1824,2469,6,36,67,-85
578,0,78.14660645,16.04428864,559.9,12,29,31,17,946.084,85,8.31,1824,2465,-123,45,70,-91
579,0,78.14660645,16.04427338,559.9,12,29,32,16,946.515,85,8.25,1825,2468,-69,52,111,-96
580,0,78.14660645,16.04425049,559.9,12,29,33,16,946.815,84,8.16,1827,2470,-45,34,100,-92
581,0,78.14660645,16.04421234,559.8,12,29,34,16,947.315,84,8.1,1828,2468,64,47,25,-96
582,0,78.14660645,16.04420471,559.6,12,29,35,15,947.761,84,8.0,1831,2469,-75,40,72,-93
583,0,78.14660645,16.04418182,559.2,12,29,36,16,948.245,84,7.94,1832,2469,50,38,57,-90
584,0,78.14660645,16.04414368,558.8,12,29,37,16,948.695,83,7.9,1833,2470,-93,40,40,-90
585,0,78.14660645,16.04410553,558.2,12,29,38,16,949.168,83,7.85,1834,2465,18,51,115,-94
586,0,78.14663696,16.04404449,555.4,12,29,39,16,949.579,83,7.77,1836,2476,51,45,97,-86
587,0,78.14663696,16.04400635,552.4,12,29,40,16,949.996,83,7.71,1839,2470,112,37,74,-88
588,0,78.14666748,16.04405212,549.0,12,29,41,16,950.421,83,7.65,1843,2470,-69,50,77,-96
